f1	f2
94.326	94.360
94.350	94.392
94.340	94.392
94.360	94.392
94.370	94.392
94.360	94.418
94.360	94.418
94.370	94.422
94.360	94.422
94.352	94.422
94.360	94.418
94.384	94.418
94.386	94.442
94.380	94.442
94.382	94.446
94.390	94.446
94.404	94.446
94.394	94.446
94.390	94.446
94.384	94.446
94.380	94.442
94.364	94.442
94.368	94.420
94.368	94.422
94.364	94.424
94.368	94.424
94.380	94.424
94.368	94.424
94.368	94.424
94.378	94.424
94.380	94.424
94.388	94.424
94.400	94.424
94.376	94.424
94.366	94.424
94.366	94.424
94.368	94.424
94.364	94.424
94.360	94.418
94.352	94.418
94.354	94.418
94.358	94.418
94.354	94.416
94.368	94.420
94.376	94.420
94.378	94.420
94.370	94.420
94.366	94.420
94.368	94.420
94.372	94.420
94.366	94.420
94.362	94.420
94.354	94.420
94.344	94.406
94.336	94.406
94.336	94.392
94.330	94.390
94.334	94.390
94.330	94.388
94.328	94.388
94.326	94.388
94.318	94.388
94.316	94.388
94.328	94.380
94.334	94.388
94.332	94.388
94.328	94.388
94.328	94.388
94.320	94.388
94.320	94.388
94.320	94.380
94.322	94.380
94.322	94.380
94.320	94.380
94.320	94.384
94.324	94.388
94.330	94.388
94.330	94.388
94.328	94.388
94.332	94.388
94.338	94.388
94.344	94.388
94.340	94.388
94.344	94.388
94.344	94.388
94.342	94.388
94.352	94.388
94.350	94.388
94.344	94.388
94.342	94.388
94.340	94.388
94.342	94.388
94.348	94.388
94.348	94.388
94.352	94.388
94.352	94.388
94.350	94.388
94.350	94.388
94.350	94.388
94.358	94.388
94.368	94.388
94.362	94.388
94.360	94.388
94.356	94.388
94.354	94.388
94.350	94.388
94.350	94.388
94.350	94.388
94.350	94.388
94.344	94.388
94.348	94.388
94.346	94.388
94.350	94.388
94.348	94.388
94.346	94.388
94.348	94.388
94.346	94.388
94.350	94.388
94.346	94.388
94.346	94.388
94.342	94.388
94.342	94.388
94.344	94.388
94.350	94.388
94.354	94.388
94.358	94.388
94.358	94.388
94.358	94.388
94.358	94.388
94.360	94.388
94.362	94.388
94.362	94.388
94.360	94.388
94.364	94.388
94.362	94.388
94.362	94.388
94.382	94.432
94.384	94.432
94.380	94.432
94.378	94.444
94.370	94.444
94.378	94.444
94.378	94.444
94.376	94.444
94.376	94.444
94.378	94.444
94.378	94.444
94.380	94.444
94.378	94.444
94.376	94.444
94.374	94.444
94.370	94.434
94.368	94.434
94.370	94.434
94.356	94.434
94.358	94.434
94.354	94.434
94.356	94.434
94.354	94.434
94.356	94.434
94.356	94.414
94.358	94.414
94.350	94.414
94.352	94.414
94.352	94.414
94.356	94.414
94.358	94.414
94.354	94.414
94.354	94.414
94.360	94.414
94.358	94.414
94.358	94.418
94.358	94.418
94.352	94.418
94.352	94.418
94.348	94.406
94.350	94.406
94.348	94.406
94.346	94.406
94.354	94.406
94.350	94.406
94.356	94.406
94.356	94.406
94.360	94.406
94.366	94.406
94.372	94.406
94.370	94.406
94.364	94.406
94.362	94.406
94.368	94.406
94.362	94.406
94.374	94.406
94.372	94.406
94.370	94.406
94.368	94.406
94.380	94.406
94.370	94.406
94.364	94.406
94.378	94.406
94.368	94.406
94.386	94.406
94.384	94.406
94.382	94.406
94.380	94.406
94.382	94.406
94.382	94.406
94.380	94.406
94.378	94.406
94.378	94.406
94.376	94.406
94.380	94.406
94.378	94.406
94.378	94.406
94.380	94.406
94.376	94.406
94.376	94.406
94.380	94.406
94.380	94.406
94.380	94.406
94.380	94.406
94.372	94.406
94.372	94.434
94.370	94.434
94.370	94.434
94.356	94.428
94.362	94.428
94.362	94.428
94.362	94.428
94.366	94.428
94.366	94.428
94.364	94.428
94.378	94.430
94.374	94.430
94.370	94.430
94.362	94.432
94.362	94.432
94.372	94.432
94.370	94.428
94.366	94.428
94.364	94.428
94.370	94.428
94.364	94.428
94.366	94.430
94.358	94.430
94.358	94.430
94.352	94.430
94.342	94.430
94.340	94.402
94.342	94.402
94.344	94.404
94.344	94.404
94.344	94.404
94.344	94.404
94.348	94.404
94.350	94.404
94.346	94.404
94.346	94.342
94.318	94.370
94.302	94.360
94.302	94.360
94.318	94.380
94.318	94.380
94.306	94.380
94.308	94.360
94.310	94.370
94.312	94.370
94.312	94.370
94.308	94.370
94.306	94.370
94.310	94.370
94.318	94.370
94.346	94.398
94.332	94.398
94.332	94.398
94.330	94.398
94.342	94.398
94.334	94.398
94.336	94.400
94.328	94.400
94.328	94.400
94.328	94.400
94.328	94.400
94.326	94.400
94.330	94.400
94.330	94.400
94.330	94.400
94.322	94.400
94.328	94.400
94.330	94.400
94.336	94.400
94.336	94.400
94.334	94.400
94.338	94.400
94.340	94.400
94.372	94.400
94.412	94.400
94.412	94.400
94.478	94.496
94.484	94.496
94.464	94.544
94.462	94.522
94.468	94.522
94.454	94.522
94.468	94.522
94.456	94.522
94.444	94.522
94.448	94.522
94.434	94.522
94.430	94.522
94.442	94.518
94.468	94.518
94.452	94.518
94.454	94.518
94.436	94.518
94.434	94.494
94.424	94.494
94.436	94.494
94.428	94.494
94.424	94.494
94.436	94.494
94.444	94.494
94.444	94.494
94.444	94.494
94.436	94.494
94.442	94.494
94.442	94.494
94.442	94.494
94.432	94.494
94.428	94.494
94.428	94.494
94.422	94.490
94.434	94.490
94.442	94.490
94.438	94.490
94.438	94.490
94.432	94.490
94.432	94.490
94.438	94.490
94.442	94.490
94.440	94.490
94.436	94.490
94.436	94.490
94.430	94.490
94.430	94.490
94.428	94.490
94.432	94.490
94.432	94.490
94.432	94.490
94.442	94.490
94.444	94.490
94.442	94.490
94.458	94.490
94.450	94.490
94.456	94.490
94.464	94.490
94.468	94.536
94.470	94.540
94.458	94.540
94.446	94.500
94.434	94.500
94.444	94.500
94.444	94.500
94.450	94.500
94.444	94.500
94.444	94.500
94.434	94.500
94.434	94.500
94.430	94.500
94.426	94.500
94.420	94.470
94.418	94.470
94.422	94.470
94.424	94.470
94.440	94.470
94.436	94.470
94.436	94.470
94.436	94.470
94.436	94.470
94.440	94.470
94.434	94.470
94.428	94.470
94.432	94.470
94.436	94.470
94.428	94.470
94.428	94.470
94.428	94.470
94.426	94.470
94.426	94.470
94.424	94.470
94.422	94.470
94.428	94.470
94.422	94.470
94.418	94.470
94.416	94.470
94.414	94.470
94.420	94.470
94.416	94.470
94.418	94.470
94.420	94.470
94.420	94.470
94.420	94.478
94.422	94.478
94.418	94.478
94.418	94.478
94.414	94.478
94.410	94.470
94.400	94.470
94.390	94.470
94.386	94.470
94.392	94.470
94.390	94.470
94.396	94.470
94.400	94.470
94.406	94.470
94.406	94.470
94.402	94.470
94.402	94.470
94.402	94.470
94.404	94.470
94.408	94.470
94.416	94.470
94.422	94.472
94.432	94.476
94.422	94.476
94.424	94.476
94.426	94.476
94.428	94.476
94.430	94.476
94.424	94.476
94.420	94.476
94.420	94.476
94.424	94.476
94.418	94.470
94.418	94.470
94.438	94.472
94.426	94.472
94.432	94.472
94.434	94.480
94.444	94.488
94.440	94.488
94.436	94.488
94.440	94.488
94.440	94.478
94.438	94.478
94.440	94.480
94.434	94.476
94.436	94.476
94.434	94.476
94.430	94.476
94.438	94.476
94.438	94.476
94.438	94.476
94.436	94.476
94.436	94.476
94.436	94.476
94.436	94.476
94.438	94.476
94.438	94.476
94.434	94.476
94.434	94.476
94.434	94.476
94.434	94.476
94.434	94.476
94.434	94.476
94.442	94.476
94.434	94.482
94.436	94.482
94.432	94.482
94.430	94.482
94.430	94.482
94.430	94.482
94.434	94.482
94.438	94.482
94.432	94.482
94.432	94.482
94.438	94.482
94.442	94.482
94.442	94.482
94.440	94.482
94.432	94.482
94.436	94.482
94.436	94.482
94.440	94.482
94.442	94.476
94.460	94.476
94.448	94.510
94.450	94.510
94.446	94.510
94.444	94.510
94.436	94.484
94.436	94.484
94.432	94.484
94.440	94.484
94.446	94.484
94.446	94.484
94.444	94.484
94.436	94.484
94.444	94.484
94.444	94.484
94.440	94.484
94.442	94.484
94.446	94.484
94.442	94.484
94.446	94.498
94.446	94.498
94.440	94.498
94.440	94.500
94.444	94.500
94.448	94.500
94.448	94.500
94.446	94.500
94.442	94.468
94.440	94.468
94.444	94.468
94.450	94.468
94.460	94.484
94.462	94.484
94.520	94.564
94.540	94.542
94.500	94.576
94.506	94.576
94.520	94.576
94.524	94.576
94.498	94.576
94.488	94.576
94.490	94.576
94.494	94.576
94.480	94.576
94.484	94.532
94.472	94.532
94.476	94.532
94.476	94.536
94.478	94.536
94.478	94.536
94.478	94.536
94.480	94.536
94.476	94.534
94.472	94.524
94.470	94.524
94.462	94.524
94.468	94.524
94.440	94.524
94.438	94.484
94.438	94.484
94.436	94.484
94.440	94.484
94.430	94.484
94.432	94.484
94.438	94.484
94.440	94.484
94.444	94.484
94.440	94.484
94.430	94.480
94.436	94.480
94.434	94.480
94.434	94.480
94.434	94.480
94.418	94.480
94.408	94.480
94.410	94.480
94.414	94.480
94.420	94.480
94.430	94.480
94.438	94.478
94.432	94.478
94.428	94.478
94.430	94.478
94.434	94.478
94.430	94.478
94.430	94.478
94.432	94.478
94.424	94.478
94.422	94.478
94.422	94.478
94.416	94.478
94.418	94.478
94.424	94.478
94.426	94.478
94.426	94.478
94.430	94.478
94.428	94.478
94.430	94.478
94.430	94.478
94.432	94.478
94.420	94.470
94.424	94.470
94.426	94.470
94.422	94.470
94.422	94.470
94.426	94.472
94.426	94.474
94.426	94.474
94.424	94.474
94.422	94.474
94.412	94.474
94.414	94.474
94.410	94.474
94.412	94.474
94.420	94.474
94.422	94.474
94.420	94.474
94.422	94.474
94.422	94.474
94.428	94.474
94.424	94.474
94.422	94.474
94.418	94.474
94.418	94.474
94.428	94.478
94.436	94.478
94.436	94.478
94.436	94.478
94.430	94.478
94.426	94.482
94.428	94.482
94.428	94.482
94.426	94.476
94.434	94.476
94.430	94.476
94.430	94.476
94.430	94.476
94.430	94.476
94.430	94.476
94.428	94.476
94.432	94.476
94.434	94.476
94.432	94.480
94.432	94.480
94.428	94.480
94.428	94.478
94.430	94.478
94.430	94.478
94.432	94.478
94.428	94.478
94.434	94.480
94.434	94.480
94.444	94.480
94.440	94.480
94.436	94.480
94.442	94.480
94.438	94.480
94.440	94.480
94.436	94.480
94.436	94.480
94.442	94.480
94.428	94.480
94.420	94.480
94.446	94.480
94.444	94.480
94.448	94.480
94.452	94.480
94.448	94.480
94.438	94.480
94.438	94.480
94.432	94.480
94.434	94.480
94.426	94.480
94.434	94.480
94.434	94.480
94.428	94.480
94.428	94.480
94.422	94.480
94.426	94.480
94.436	94.480
94.436	94.480
94.436	94.480
94.436	94.480
94.426	94.480
94.420	94.480
94.432	94.480
94.426	94.480
94.428	94.480
94.428	94.480
94.430	94.480
94.430	94.480
94.430	94.480
94.430	94.480
94.436	94.480
94.432	94.480
94.432	94.480
94.434	94.480
94.432	94.480
94.430	94.480
94.430	94.480
94.434	94.480
94.426	94.480
94.430	94.480
94.432	94.480
94.432	94.480
94.428	94.480
94.428	94.480
94.428	94.480
94.428	94.494
94.432	94.494
94.434	94.494
94.436	94.494
94.436	94.494
94.432	94.494
94.430	94.494
94.430	94.494
94.430	94.494
94.428	94.494
94.432	94.494
94.432	94.494
94.432	94.494
94.428	94.494
94.430	94.494
94.434	94.494
94.434	94.494
94.434	94.494
94.434	94.494
94.432	94.494
94.434	94.494
94.432	94.494
94.430	94.494
94.430	94.494
94.430	94.494
94.430	94.494
94.430	94.494
94.430	94.494
94.424	94.494
94.424	94.494
94.424	94.494
94.420	94.494
94.418	94.494
94.420	94.494
94.422	94.494
94.426	94.494
94.428	94.494
94.424	94.494
94.424	94.494
94.424	94.494
94.426	94.494
94.428	94.494
94.420	94.494
94.420	94.494
94.428	94.494
94.428	94.494
94.422	94.494
94.422	94.494
94.420	94.494
94.422	94.494
94.420	94.494
94.422	94.462
94.422	94.462
94.422	94.462
94.416	94.462
94.412	94.462
94.412	94.462
94.406	94.462
94.412	94.462
94.330	94.432
94.358	94.432
94.378	94.434
94.362	94.434
94.362	94.434
94.366	94.404
94.376	94.404
94.376	94.404
94.382	94.404
94.380	94.414
94.370	94.414
94.342	94.408
94.330	94.408
94.320	94.376
94.326	94.362
94.332	94.362
94.326	94.362
94.328	94.362
94.330	94.362
94.332	94.362
94.348	94.362
94.340	94.362
94.338	94.362
94.338	94.362
94.338	94.362
94.340	94.362
94.330	94.362
94.320	94.362
94.322	94.362
94.318	94.362
94.312	94.362
94.306	94.352
94.300	94.352
94.304	94.352
94.302	94.340
94.288	94.340
94.296	94.340
94.300	94.340
94.304	94.340
94.302	94.342
94.312	94.342
94.318	94.352
94.312	94.354
94.312	94.354
94.310	94.354
94.310	94.354
94.318	94.354
94.332	94.354
94.312	94.354
94.316	94.354
94.316	94.354
94.328	94.374
94.322	94.374
94.322	94.374
94.328	94.374
94.322	94.374
94.322	94.358
94.320	94.356
94.316	94.356
94.312	94.344
94.306	94.344
94.302	94.344
94.302	94.334
94.312	94.334
94.312	94.334
94.310	94.334
94.306	94.334
94.300	94.336
94.302	94.330
94.304	94.332
94.290	94.330
94.290	94.328
94.298	94.316
94.300	94.316
94.302	94.316
94.302	94.316
94.308	94.320
94.302	94.320
94.304	94.320
94.306	94.320
94.302	94.340
94.302	94.340
94.302	94.340
94.302	94.340
94.304	94.340
94.302	94.340
94.302	94.340
94.306	94.340
94.300	94.340
94.300	94.340
94.300	94.330
94.300	94.330
94.300	94.330
94.306	94.330
94.306	94.330
94.306	94.330
94.306	94.330
94.306	94.330
94.312	94.330
94.312	94.330
94.314	94.330
94.316	94.330
94.314	94.330
94.316	94.330
94.308	94.330
94.302	94.330
94.300	94.330
94.296	94.324
94.300	94.324
94.298	94.324
94.302	94.324
94.304	94.324
94.302	94.324
94.302	94.324
94.302	94.324
94.300	94.324
94.300	94.324
94.300	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.296	94.322
94.296	94.322
94.296	94.322
94.294	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.304	94.322
94.304	94.322
94.306	94.322
94.306	94.322
94.296	94.322
94.296	94.322
94.296	94.322
94.296	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.300	94.322
94.304	94.322
94.302	94.322
94.302	94.322
94.302	94.322
94.300	94.322
94.302	94.322
94.302	94.322
94.300	94.322
94.300	94.340
94.300	94.340
94.304	94.340
94.306	94.340
94.306	94.340
94.302	94.324
94.306	94.324
94.300	94.324
94.300	94.324
94.304	94.324
94.304	94.324
94.304	94.324
94.302	94.324
94.302	94.324
94.302	94.324
94.304	94.324
94.306	94.324
94.308	94.324
94.310	94.346
94.310	94.346
94.312	94.346
94.314	94.346
94.318	94.346
94.316	94.346
94.318	94.358
94.320	94.358
94.330	94.356
94.334	94.356
94.324	94.356
94.324	94.356
94.336	94.356
94.340	94.378
94.356	94.378
94.350	94.378
94.348	94.378
94.346	94.378
94.342	94.378
94.340	94.378
94.338	94.378
94.336	94.378
94.338	94.378
94.340	94.378
94.340	94.378
94.338	94.378
94.340	94.378
94.348	94.378
94.348	94.378
94.354	94.382
94.354	94.382
94.350	94.382
94.370	94.390
94.366	94.390
94.366	94.390
94.360	94.390
94.360	94.390
94.360	94.390
94.360	94.390
94.360	94.390
94.362	94.390
94.364	94.390
94.360	94.390
94.362	94.390
94.358	94.390
94.360	94.390
94.360	94.380
94.362	94.380
94.362	94.380
94.362	94.478
94.420	94.478
94.414	94.456
94.422	94.456
94.414	94.456
94.404	94.456
94.386	94.456
94.382	94.456
94.388	94.456
94.388	94.456
94.350	94.406
94.346	94.406
94.360	94.406
94.362	94.406
94.374	94.406
94.370	94.406
94.366	94.406
94.362	94.406
94.366	94.406
94.366	94.406
94.366	94.406
94.368	94.406
94.366	94.406
94.376	94.406
94.382	94.406
94.390	94.406
94.390	94.406
94.386	94.406
94.382	94.406
94.378	94.406
94.380	94.406
94.388	94.406
94.384	94.406
94.388	94.406
94.392	94.406
94.398	94.406
94.392	94.418
94.398	94.418
94.396	94.418
94.392	94.418
94.396	94.418
94.392	94.418
94.392	94.418
94.390	94.418
94.394	94.418
94.390	94.418
94.388	94.418
94.388	94.418
94.380	94.418
94.386	94.418
94.380	94.418
94.380	94.418
94.388	94.418
94.380	94.418
94.380	94.418
94.386	94.418
94.386	94.418
94.386	94.418
94.386	94.418
94.386	94.418
94.388	94.418
94.380	94.418
94.374	94.418
94.378	94.418
94.376	94.418
94.376	94.418
94.380	94.420
94.376	94.420
94.380	94.420
94.376	94.420
94.380	94.420
94.380	94.420
94.382	94.420
94.378	94.420
94.374	94.404
94.374	94.404
94.374	94.404
94.362	94.404
94.368	94.404
94.368	94.404
94.368	94.404
94.370	94.404
94.372	94.404
94.368	94.404
94.364	94.402
94.364	94.402
94.362	94.402
94.362	94.402
94.356	94.402
94.358	94.402
94.358	94.402
94.360	94.402
94.356	94.402
94.362	94.402
94.358	94.402
94.352	94.402
94.356	94.402
94.358	94.402
94.356	94.402
94.360	94.402
94.360	94.402
94.358	94.402
94.360	94.402
94.362	94.402
94.362	94.402
94.356	94.402
94.356	94.402
94.360	94.402
94.360	94.402
94.360	94.402
94.360	94.402
94.358	94.402
94.354	94.402
94.352	94.402
94.350	94.402
94.360	94.382
94.360	94.382
94.356	94.382
94.360	94.382
94.360	94.382
94.364	94.382
94.368	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.364	94.382
94.366	94.382
94.368	94.382
94.368	94.382
94.366	94.382
94.366	94.382
94.366	94.382
94.366	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.372	94.382
94.368	94.382
94.370	94.382
94.374	94.382
94.376	94.382
94.376	94.382
94.378	94.382
94.376	94.382
94.378	94.382
94.374	94.382
94.374	94.382
94.374	94.382
94.374	94.382
94.374	94.382
94.374	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.370	94.382
94.370	94.398
94.370	94.398
94.330	94.398
94.350	94.404
94.356	94.404
94.346	94.404
94.358	94.404
94.352	94.404
94.354	94.404
94.342	94.404
94.342	94.404
94.346	94.404
94.346	94.404
94.342	94.404
94.346	94.404
94.346	94.404
94.340	94.404
94.332	94.404
94.334	94.404
94.302	94.352
94.320	94.352
94.318	94.352
94.318	94.362
94.320	94.362
94.314	94.362
94.312	94.362
94.310	94.362
94.314	94.362
94.312	94.362
94.312	94.362
94.312	94.362
94.310	94.362
94.306	94.362
94.300	94.362
94.300	94.362
94.298	94.362
94.294	94.362
94.304	94.362
94.310	94.362
94.302	94.362
94.306	94.362
94.310	94.362
94.306	94.362
94.306	94.362
94.312	94.362
94.314	94.362
94.324	94.362
94.322	94.362
94.322	94.362
94.312	94.362
94.320	94.364
94.316	94.364
94.316	94.364
94.322	94.364
94.320	94.364
94.318	94.364
94.324	94.364
94.318	94.364
94.326	94.352
94.328	94.352
94.330	94.352
94.342	94.374
94.334	94.374
94.334	94.374
94.334	94.374
94.334	94.374
94.334	94.374
94.332	94.374
94.334	94.374
94.346	94.370
94.338	94.370
94.342	94.370
94.342	94.370
94.342	94.370
94.350	94.370
94.346	94.370
94.358	94.370
94.364	94.370
94.358	94.370
94.362	94.370
94.358	94.370
94.354	94.370
94.352	94.370
94.350	94.370
94.352	94.370
94.354	94.370
94.356	94.370
94.360	94.370
94.356	94.370
94.356	94.370
94.356	94.370
94.350	94.370
94.328	94.352
94.302	94.352
94.302	94.352
94.292	94.352
94.284	94.342
94.288	94.342
94.294	94.342
94.286	94.342
94.288	94.324
94.290	94.324
94.292	94.324
94.290	94.324
94.280	94.324
94.276	94.324
94.278	94.324
94.284	94.324
94.284	94.324
94.284	94.324
94.280	94.324
94.282	94.324
94.282	94.324
94.276	94.324
94.272	94.324
94.270	94.324
94.264	94.324
94.268	94.302
94.266	94.302
94.274	94.302
94.274	94.302
94.274	94.302
94.268	94.302
94.264	94.302
94.266	94.302
94.266	94.302
94.266	94.302
94.274	94.302
94.272	94.302
94.284	94.302
94.276	94.302
94.280	94.302
94.278	94.302
94.280	94.302
94.270	94.326
94.270	94.326
94.282	94.326
94.262	94.310
94.262	94.310
94.266	94.310
94.262	94.310
94.262	94.310
94.266	94.300
94.250	94.300
94.238	94.300
94.252	94.300
94.260	94.300
94.244	94.300
94.222	94.300
94.226	94.300
94.226	94.258
94.234	94.258
94.230	94.258
94.230	94.258
94.228	94.258
94.230	94.258
94.244	94.258
94.230	94.258
94.230	94.258
94.230	94.258
94.236	94.258
94.240	94.258
94.242	94.258
94.250	94.258
94.264	94.258
94.278	94.324
94.272	94.324
94.274	94.324
94.270	94.324
94.270	94.324
94.270	94.324
94.274	94.324
94.280	94.324
94.280	94.324
94.280	94.324
94.284	94.324
94.300	94.324
94.320	94.324
94.312	94.324
94.310	94.324
94.290	94.324
94.302	94.324
94.304	94.324
94.294	94.324
94.294	94.324
94.294	94.324
94.310	94.324
94.304	94.324
94.304	94.324
94.302	94.324
94.302	94.324
94.300	94.324
94.300	94.324
94.300	94.324
94.298	94.324
94.300	94.324
94.296	94.324
94.288	94.324
94.284	94.324
94.284	94.324
94.284	94.324
94.286	94.324
94.282	94.324
94.282	94.324
94.280	94.324
94.280	94.324
94.280	94.324
94.280	94.324
94.288	94.324
94.286	94.324
94.286	94.324
94.284	94.324
94.286	94.324
94.286	94.324
94.286	94.324
94.282	94.324
94.280	94.324
94.280	94.324
94.276	94.324
94.276	94.324
94.278	94.324
94.278	94.324
94.282	94.324
94.286	94.324
94.284	94.324
94.282	94.324
94.286	94.324
94.284	94.324
94.286	94.324
94.286	94.324
94.286	94.324
94.286	94.324
94.288	94.324
94.282	94.324
94.282	94.324
94.282	94.324
94.282	94.324
94.282	94.324
94.286	94.324
94.284	94.324
94.282	94.324
94.282	94.324
94.282	94.324
94.284	94.324
94.282	94.324
94.280	94.324
94.280	94.324
94.282	94.324
94.282	94.324
94.276	94.324
94.268	94.324
94.264	94.324
94.264	94.324
94.280	94.324
94.280	94.324
94.292	94.324
94.286	94.324
94.286	94.324
94.286	94.326
94.286	94.326
94.288	94.326
94.288	94.326
94.288	94.326
94.288	94.326
94.288	94.326
94.294	94.326
94.294	94.326
94.296	94.326
94.290	94.326
94.292	94.326
94.288	94.326
94.288	94.326
94.288	94.326
94.286	94.326
94.290	94.326
94.290	94.326
94.284	94.326
94.284	94.326
94.282	94.326
94.282	94.326
94.282	94.326
94.282	94.326
94.284	94.326
94.284	94.326
94.290	94.326
94.292	94.326
94.296	94.326
94.296	94.326
94.296	94.326
94.294	94.326
94.300	94.326
94.300	94.326
94.306	94.326
94.298	94.326
94.300	94.326
94.304	94.326
94.300	94.326
94.296	94.326
94.298	94.326
94.296	94.326
94.298	94.326
94.298	94.326
94.296	94.326
94.296	94.326
94.294	94.326
94.298	94.326
94.300	94.326
94.300	94.326
94.294	94.326
94.296	94.326
94.300	94.326
94.302	94.326
94.300	94.326
94.298	94.326
94.294	94.326
94.292	94.326
94.288	94.326
94.292	94.328
94.292	94.328
94.282	94.328
94.280	94.328
94.282	94.328
94.282	94.328
94.290	94.328
94.288	94.328
94.282	94.328
94.286	94.328
94.284	94.328
94.284	94.328
94.290	94.328
94.278	94.308
94.246	94.266
94.272	94.304
94.272	94.312
94.272	94.312
94.264	94.312
94.262	94.312
94.262	94.312
94.260	94.312
94.254	94.312
94.250	94.312
94.252	94.312
94.260	94.312
94.260	94.312
94.260	94.312
94.260	94.312
94.244	94.312
94.222	94.282
94.218	94.282
94.218	94.282
94.206	94.256
94.198	94.240
94.190	94.240
94.178	94.240
94.174	94.240
94.178	94.240
94.158	94.206
94.142	94.206
94.140	94.206
94.148	94.206
94.160	94.206
94.166	94.206
94.166	94.206
94.156	94.190
94.140	94.190
94.148	94.172
94.150	94.172
94.134	94.172
94.058	94.102
94.000	94.028
94.050	94.028
94.006	94.046
94.008	94.046
94.006	94.040
94.000	94.066
94.000	94.040
94.020	94.062
94.028	94.062
94.056	94.062
94.048	94.062
94.044	94.062
94.048	94.062
94.070	94.062
94.086	94.120
94.100	94.138
94.112	94.138
94.110	94.138
94.074	94.138
94.078	94.138
94.072	94.138
94.070	94.138
94.078	94.138
94.080	94.138
94.076	94.138
94.090	94.138
94.080	94.138
94.080	94.138
94.082	94.138
94.082	94.138
94.082	94.112
94.078	94.112
94.076	94.112
94.082	94.112
94.082	94.112
94.084	94.112
94.094	94.112
94.084	94.112
94.082	94.112
94.082	94.112
94.088	94.112
94.092	94.112
94.100	94.112
94.110	94.140
94.100	94.140
94.108	94.140
94.100	94.140
94.096	94.140
94.092	94.140
94.096	94.140
94.096	94.140
94.098	94.140
94.098	94.140
94.100	94.140
94.098	94.140
94.098	94.140
94.110	94.140
94.110	94.140
94.110	94.140
94.104	94.140
94.106	94.140
94.110	94.140
94.110	94.140
94.100	94.140
94.100	94.140
94.100	94.140
94.102	94.140
94.100	94.140
94.100	94.140
94.106	94.140
94.106	94.140
94.110	94.140
94.108	94.140
94.108	94.140
94.122	94.140
94.140	94.140
94.144	94.140
94.142	94.140
94.150	94.140
94.142	94.140
94.142	94.140
94.146	94.140
94.146	94.140
94.156	94.140
94.150	94.140
94.150	94.140
94.150	94.140
94.150	94.140
94.148	94.140
94.148	94.140
94.154	94.140
94.148	94.140
94.148	94.140
94.148	94.140
94.148	94.140
94.154	94.140
94.152	94.140
94.150	94.140
94.148	94.140
94.158	94.140
94.150	94.140
94.152	94.140
94.154	94.140
94.154	94.140
94.154	94.140
94.152	94.140
94.148	94.140
94.138	94.140
94.122	94.140
94.122	94.140
94.128	94.140
94.126	94.140
94.116	94.156
94.118	94.156
94.114	94.156
94.110	94.156
94.114	94.156
94.120	94.160
94.114	94.160
94.100	94.160
94.100	94.160
94.090	94.160
94.102	94.160
94.088	94.160
94.082	94.160
94.106	94.160
94.098	94.160
94.098	94.160
94.098	94.160
94.098	94.160
94.100	94.160
94.108	94.160
94.096	94.160
94.096	94.160
94.098	94.160
94.104	94.160
94.104	94.152
94.098	94.152
94.102	94.152
94.104	94.152
94.106	94.152
94.106	94.152
94.100	94.152
94.100	94.150
94.100	94.150
94.098	94.150
94.092	94.150
94.092	94.150
94.094	94.150
94.096	94.150
94.100	94.150
94.102	94.150
94.102	94.150
94.098	94.150
94.098	94.150
94.098	94.150
94.094	94.150
94.094	94.150
94.094	94.150
94.094	94.150
94.090	94.150
94.088	94.150
94.080	94.150
94.080	94.150
94.082	94.150
94.080	94.150
94.080	94.150
94.078	94.150
94.074	94.150
94.070	94.150
94.070	94.150
94.070	94.150
94.068	94.150
94.056	94.150
94.056	94.150
94.056	94.150
94.058	94.150
94.060	94.150
94.064	94.150
94.064	94.150
94.064	94.150
94.062	94.150
94.060	94.150
94.056	94.150
94.068	94.150
94.080	94.150
94.082	94.122
94.082	94.122
94.082	94.122
94.078	94.114
94.080	94.114
94.086	94.114
94.092	94.114
94.096	94.114
94.090	94.114
94.090	94.114
94.086	94.114
94.084	94.114
94.090	94.114
94.098	94.114
94.100	94.114
94.104	94.114
94.100	94.114
94.100	94.148
94.108	94.156
94.106	94.162
94.112	94.158
94.112	94.158
94.110	94.158
94.110	94.158
94.102	94.158
94.106	94.152
94.104	94.152
94.104	94.152
94.100	94.152
94.100	94.152
94.102	94.158
94.104	94.158
94.118	94.158
94.116	94.102
94.018	94.068
94.024	94.100
94.014	94.100
94.020	94.100
94.034	94.100
94.040	94.100
94.040	94.100
94.040	94.100
94.040	94.100
94.038	94.100
94.006	94.100
93.998	94.052
94.016	94.052
94.016	94.052
94.012	94.052
94.000	94.052
94.002	94.052
93.998	94.052
93.970	94.052
93.986	94.052
93.976	94.052
93.966	94.052
93.974	94.036
93.986	94.036
93.962	94.036
93.970	94.036
93.966	94.036
93.970	94.036
93.922	94.002
93.916	93.972
93.896	93.952
93.906	93.952
93.900	93.968
93.904	93.962
