f1	f2
92.514	92.920
92.514	92.920
92.512	92.920
92.520	92.920
92.520	92.920
92.518	92.920
92.520	92.920
92.520	92.920
92.520	92.920
92.516	92.920
92.526	92.938
92.526	92.938
92.526	92.938
92.530	92.940
92.526	92.934
92.516	92.940
92.516	92.940
92.516	92.940
92.518	92.940
92.518	92.940
92.520	92.940
92.530	92.940
92.530	92.934
92.528	92.934
92.528	92.934
92.522	92.934
92.522	92.934
92.522	92.934
92.524	92.934
92.524	92.934
92.524	92.938
92.532	92.938
92.532	92.942
92.530	92.942
92.530	92.942
92.530	92.942
92.534	92.942
92.506	92.942
92.502	92.926
92.502	92.926
92.502	92.926
92.508	92.926
92.512	92.928
92.512	92.928
92.514	92.928
92.514	92.928
92.526	92.928
92.526	92.928
92.526	92.928
92.526	92.928
92.526	92.928
92.530	92.928
92.530	92.928
92.532	92.928
92.550	92.946
92.552	92.948
92.542	92.960
92.540	92.950
92.540	92.950
92.558	92.950
92.554	92.950
92.554	92.964
92.548	92.964
92.584	92.970
92.578	92.988
92.564	92.988
92.564	92.988
92.562	92.982
92.578	92.996
92.572	92.990
92.576	92.980
92.576	92.980
92.566	92.980
92.570	92.980
92.570	92.980
92.554	92.980
92.552	92.972
92.558	92.972
92.556	92.972
92.530	92.962
92.540	92.956
92.534	92.956
92.534	92.956
92.534	92.956
92.536	92.956
92.530	92.956
92.534	92.956
92.534	92.956
92.530	92.956
92.536	92.968
92.536	92.968
92.548	92.968
92.556	92.974
92.556	92.974
92.556	92.974
92.556	92.984
92.556	92.984
92.562	92.984
92.564	92.984
92.562	92.984
92.562	92.984
92.550	92.984
92.556	92.984
92.556	92.990
92.556	92.990
92.556	92.990
92.530	92.984
92.538	92.978
92.542	92.978
92.558	92.976
92.558	92.976
92.544	92.976
92.542	92.976
92.534	92.970
92.540	92.970
92.536	92.970
92.530	92.970
92.540	92.972
92.540	92.972
92.548	92.972
92.548	92.972
92.552	92.972
92.538	92.972
92.538	92.972
92.550	92.972
92.542	92.972
92.538	92.972
92.534	92.972
92.560	92.980
92.560	92.990
92.560	92.990
92.560	92.990
92.546	93.000
92.558	92.980
92.560	92.980
92.536	92.980
92.500	92.956
92.454	92.956
92.462	92.922
92.470	92.900
92.472	92.900
92.470	92.900
92.460	92.900
92.436	92.868
92.404	92.870
92.386	92.858
92.370	92.850
92.378	92.840
92.394	92.844
92.380	92.824
92.402	92.850
92.412	92.850
92.400	92.850
92.344	92.834
92.362	92.830
92.386	92.830
92.390	92.846
92.398	92.846
92.396	92.846
92.402	92.846
92.402	92.846
92.398	92.840
92.398	92.840
92.370	92.846
92.378	92.848
92.382	92.848
92.376	92.850
92.388	92.850
92.380	92.840
92.376	92.838
92.376	92.832
92.382	92.832
92.382	92.832
92.380	92.832
92.392	92.832
92.386	92.854
92.398	92.854
92.402	92.854
92.404	92.854
92.404	92.854
92.414	92.856
92.414	92.858
92.414	92.858
92.400	92.850
92.400	92.850
92.408	92.848
92.404	92.848
92.404	92.848
92.404	92.848
92.400	92.844
92.408	92.844
92.414	92.848
92.416	92.848
92.414	92.856
92.400	92.856
92.402	92.842
92.396	92.842
92.396	92.840
92.392	92.838
92.406	92.838
92.400	92.838
92.410	92.838
92.410	92.838
92.408	92.838
92.408	92.840
92.408	92.840
92.408	92.840
92.412	92.844
92.400	92.844
92.412	92.844
92.412	92.844
92.412	92.844
92.414	92.844
92.404	92.844
92.404	92.840
92.406	92.836
92.404	92.840
92.400	92.840
92.400	92.840
92.402	92.840
92.398	92.840
92.400	92.842
92.400	92.842
92.406	92.842
92.406	92.836
92.412	92.836
92.412	92.836
92.412	92.836
92.410	92.836
92.410	92.834
92.408	92.834
92.410	92.838
92.408	92.838
92.408	92.838
92.406	92.838
92.402	92.838
92.404	92.840
92.404	92.840
92.404	92.840
92.402	92.840
92.402	92.840
92.402	92.842
92.402	92.842
92.402	92.840
92.402	92.840
92.400	92.840
92.400	92.840
92.402	92.842
92.402	92.842
92.404	92.842
92.404	92.842
92.404	92.842
92.404	92.848
92.406	92.850
92.406	92.850
92.408	92.856
92.408	92.856
92.408	92.856
92.408	92.856
92.410	92.856
92.412	92.856
92.410	92.856
92.410	92.844
92.410	92.842
92.402	92.842
92.396	92.850
92.394	92.850
92.394	92.850
92.400	92.850
92.400	92.856
92.394	92.858
92.396	92.858
92.396	92.858
92.392	92.860
92.390	92.862
92.390	92.870
92.394	92.870
92.398	92.880
92.400	92.866
92.398	92.876
92.404	92.880
92.404	92.880
92.408	92.890
92.404	92.890
92.404	92.890
92.408	92.890
92.412	92.890
92.410	92.890
92.410	92.882
92.408	92.880
92.408	92.880
92.408	92.876
92.406	92.876
92.406	92.876
92.400	92.872
92.400	92.868
92.400	92.866
92.400	92.866
92.400	92.872
92.398	92.868
92.394	92.870
92.392	92.870
92.392	92.870
92.398	92.870
92.402	92.870
92.402	92.874
92.402	92.862
92.408	92.862
92.408	92.862
92.400	92.862
92.400	92.872
92.400	92.872
92.398	92.872
92.392	92.872
92.390	92.866
92.390	92.866
92.390	92.866
92.390	92.864
92.388	92.862
92.362	92.860
92.362	92.842
92.374	92.848
92.376	92.848
92.376	92.848
92.362	92.848
92.366	92.842
92.364	92.842
92.384	92.842
92.384	92.840
92.390	92.860
92.390	92.860
92.390	92.860
92.386	92.860
92.386	92.860
92.386	92.860
92.386	92.842
92.376	92.842
92.376	92.842
92.374	92.842
92.374	92.842
92.368	92.842
92.366	92.842
92.368	92.842
92.374	92.842
92.370	92.842
92.360	92.842
92.360	92.838
92.360	92.836
92.350	92.834
92.348	92.828
92.316	92.820
92.338	92.820
92.340	92.820
92.340	92.818
92.346	92.818
92.342	92.810
92.318	92.806
92.316	92.794
92.322	92.794
92.318	92.800
92.322	92.800
92.326	92.800
92.326	92.800
92.314	92.800
92.312	92.798
92.312	92.800
92.300	92.782
92.320	92.782
92.316	92.782
92.304	92.782
92.304	92.782
92.280	92.780
92.282	92.776
92.290	92.780
92.288	92.780
92.286	92.780
92.286	92.760
92.270	92.758
92.268	92.756
92.256	92.750
92.256	92.750
92.262	92.750
92.254	92.754
92.236	92.754
92.236	92.754
92.228	92.754
92.226	92.746
92.242	92.746
92.246	92.746
92.246	92.746
92.260	92.746
92.260	92.746
92.266	92.770
92.262	92.770
92.276	92.772
92.268	92.774
92.264	92.794
92.200	92.756
92.172	92.708
92.128	92.672
92.162	92.696
92.156	92.678
92.150	92.676
92.126	92.656
92.136	92.650
92.140	92.646
92.170	92.650
92.168	92.650
92.158	92.666
92.154	92.644
92.134	92.644
92.142	92.640
92.144	92.640
92.140	92.638
92.124	92.630
92.094	92.608
92.074	92.580
92.100	92.600
92.110	92.596
92.088	92.596
92.100	92.596
92.108	92.610
92.108	92.602
92.108	92.602
92.130	92.610
92.140	92.610
92.142	92.618
92.146	92.618
92.156	92.634
92.160	92.634
92.146	92.636
92.138	92.636
92.148	92.636
92.162	92.636
92.156	92.618
92.150	92.618
92.156	92.628
92.146	92.628
92.148	92.628
92.156	92.628
92.162	92.642
92.154	92.646
92.148	92.622
92.088	92.596
92.092	92.596
92.080	92.598
92.104	92.598
92.108	92.598
92.110	92.608
92.108	92.608
92.114	92.608
92.106	92.632
92.102	92.632
92.110	92.632
92.120	92.632
92.118	92.632
92.116	92.632
92.114	92.614
92.114	92.614
92.108	92.614
92.112	92.632
92.116	92.632
92.110	92.632
92.116	92.616
92.090	92.610
92.106	92.608
92.108	92.608
92.108	92.608
92.120	92.610
92.118	92.610
92.120	92.610
92.146	92.630
92.140	92.630
92.132	92.630
92.148	92.630
92.144	92.632
92.158	92.640
92.156	92.646
92.154	92.646
92.142	92.646
92.150	92.648
92.144	92.654
92.140	92.660
92.132	92.658
92.150	92.642
92.126	92.658
92.128	92.658
92.128	92.656
92.128	92.664
92.118	92.652
92.110	92.644
92.132	92.660
92.138	92.660
92.126	92.668
92.126	92.666
92.118	92.668
92.110	92.664
92.110	92.658
92.128	92.658
92.118	92.666
92.112	92.652
92.116	92.652
92.114	92.666
92.114	92.666
92.114	92.668
92.114	92.668
92.114	92.668
92.126	92.670
92.116	92.668
92.116	92.666
92.126	92.666
92.126	92.658
92.126	92.658
92.116	92.656
92.114	92.656
92.126	92.676
92.126	92.676
92.126	92.676
92.126	92.676
92.128	92.676
92.122	92.676
92.122	92.676
92.122	92.676
92.122	92.676
92.122	92.676
92.122	92.658
92.126	92.678
92.126	92.678
92.124	92.678
92.122	92.678
92.130	92.678
92.130	92.678
92.148	92.670
92.126	92.670
92.126	92.670
92.128	92.670
92.128	92.670
92.128	92.670
92.136	92.678
92.136	92.678
92.130	92.680
92.144	92.680
92.144	92.680
92.148	92.688
92.148	92.688
92.148	92.690
92.148	92.690
92.148	92.692
92.148	92.692
92.150	92.696
92.142	92.690
92.140	92.688
92.140	92.690
92.138	92.690
92.138	92.690
92.138	92.690
92.138	92.690
92.140	92.690
92.140	92.690
92.140	92.688
92.148	92.688
92.140	92.684
92.146	92.680
92.146	92.678
92.136	92.678
92.126	92.670
92.126	92.666
92.124	92.666
92.120	92.664
92.094	92.640
92.092	92.640
92.100	92.642
92.100	92.640
92.100	92.640
92.100	92.640
92.100	92.630
92.092	92.630
92.096	92.640
92.096	92.628
92.096	92.626
92.092	92.640
92.092	92.642
92.090	92.640
92.094	92.640
92.090	92.648
92.090	92.648
92.088	92.648
92.078	92.646
92.080	92.638
92.072	92.630
92.072	92.640
92.076	92.646
92.074	92.640
92.080	92.640
92.074	92.644
92.082	92.644
92.088	92.644
92.086	92.634
92.088	92.634
92.088	92.634
92.086	92.634
92.086	92.634
92.076	92.634
92.074	92.634
92.070	92.632
92.068	92.622
92.060	92.620
92.058	92.620
92.054	92.620
92.052	92.620
92.030	92.620
92.028	92.610
92.042	92.606
92.038	92.600
92.028	92.600
92.038	92.600
92.040	92.608
92.050	92.608
92.050	92.614
92.030	92.614
92.026	92.612
92.030	92.610
92.034	92.610
92.030	92.612
92.044	92.612
92.044	92.614
92.048	92.618
92.056	92.620
92.062	92.620
92.048	92.620
92.050	92.618
92.030	92.618
92.030	92.610
92.030	92.610
92.030	92.610
92.044	92.610
92.048	92.612
92.040	92.612
92.040	92.612
92.030	92.612
92.012	92.600
92.020	92.600
92.020	92.588
92.020	92.588
92.024	92.588
92.016	92.586
92.026	92.586
92.026	92.584
92.024	92.580
92.018	92.580
91.988	92.570
91.988	92.556
91.972	92.546
91.978	92.542
91.964	92.542
91.982	92.554
91.976	92.540
91.976	92.536
91.970	92.536
91.978	92.540
91.970	92.530
91.950	92.520
91.922	92.510
91.926	92.492
91.918	92.500
91.960	92.500
91.950	92.506
91.964	92.500
91.956	92.494
91.950	92.500
91.950	92.500
91.958	92.496
91.962	92.500
91.950	92.500
91.936	92.496
91.920	92.482
91.936	92.482
91.934	92.484
91.934	92.484
91.936	92.484
91.940	92.484
91.948	92.482
91.946	92.480
91.942	92.480
91.940	92.480
91.930	92.476
91.938	92.476
91.936	92.476
91.924	92.474
91.930	92.470
91.930	92.458
91.926	92.458
91.918	92.456
91.922	92.456
91.928	92.458
91.916	92.458
91.916	92.458
91.912	92.450
91.888	92.440
91.890	92.440
91.874	92.420
91.890	92.420
91.870	92.414
91.840	92.394
91.830	92.380
91.830	92.394
91.828	92.376
91.832	92.394
91.836	92.392
91.822	92.382
91.816	92.378
91.820	92.372
91.828	92.376
91.840	92.378
91.832	92.380
91.842	92.382
91.832	92.400
91.818	92.384
91.820	92.380
91.822	92.380
91.830	92.380
91.816	92.380
91.804	92.372
91.812	92.372
91.812	92.372
91.806	92.374
91.806	92.374
91.810	92.386
91.838	92.394
91.826	92.400
91.834	92.420
91.846	92.446
91.852	92.456
91.866	92.446
91.868	92.440
91.880	92.450
91.886	92.460
91.874	92.466
91.874	92.466
91.892	92.468
91.920	92.470
91.934	92.498
91.916	92.496
91.934	92.498
91.932	92.490
91.936	92.500
91.948	92.528
91.928	92.510
91.930	92.510
91.924	92.510
91.930	92.518
91.930	92.518
91.920	92.518
91.930	92.518
91.930	92.518
91.938	92.520
91.938	92.518
91.934	92.500
91.934	92.500
91.936	92.500
91.946	92.500
91.962	92.508
91.962	92.508
91.958	92.508
91.952	92.508
91.958	92.520
91.970	92.526
91.980	92.526
91.964	92.526
91.968	92.526
91.990	92.540
91.968	92.524
91.974	92.522
91.970	92.546
91.982	92.546
91.988	92.546
92.002	92.546
92.010	92.546
92.010	92.546
92.000	92.560
91.978	92.566
91.978	92.544
91.968	92.530
91.966	92.530
91.970	92.530
91.970	92.530
91.970	92.530
91.970	92.524
91.970	92.528
91.984	92.528
91.982	92.538
91.974	92.538
91.974	92.524
91.974	92.524
91.976	92.524
91.952	92.524
91.950	92.542
91.950	92.542
91.974	92.542
91.950	92.522
91.908	92.440
91.914	92.432
91.884	92.430
91.884	92.436
91.876	92.418
91.852	92.406
91.858	92.406
91.852	92.410
91.850	92.406
91.848	92.406
91.836	92.400
91.880	92.416
91.900	92.440
91.886	92.440
91.860	92.440
91.874	92.430
91.874	92.430
91.870	92.428
91.860	92.428
91.860	92.428
91.860	92.428
91.854	92.428
91.854	92.428
91.854	92.428
91.854	92.428
91.854	92.434
91.854	92.434
91.856	92.434
91.858	92.420
91.858	92.420
91.858	92.420
91.868	92.426
91.868	92.426
91.892	92.426
91.892	92.446
91.880	92.446
91.890	92.446
91.890	92.436
91.890	92.436
91.890	92.442
91.890	92.442
91.890	92.442
91.880	92.440
91.880	92.446
91.868	92.438
91.860	92.438
91.870	92.438
91.866	92.438
91.866	92.438
91.868	92.438
91.868	92.438
91.868	92.438
91.868	92.436
91.868	92.436
91.868	92.436
91.868	92.436
91.856	92.436
91.856	92.436
91.862	92.448
91.852	92.448
91.850	92.448
91.848	92.448
91.838	92.428
91.856	92.426
91.856	92.426
91.864	92.426
91.864	92.426
91.864	92.426
91.864	92.426
91.900	92.446
91.890	92.448
91.886	92.448
91.868	92.448
91.868	92.448
91.866	92.448
91.866	92.448
91.866	92.448
91.866	92.430
91.858	92.428
91.858	92.428
91.860	92.428
91.862	92.428
91.862	92.428
91.864	92.428
91.866	92.428
91.858	92.428
91.864	92.446
91.864	92.446
91.864	92.446
91.858	92.438
91.858	92.438
91.860	92.438
91.860	92.438
91.860	92.436
91.860	92.436
91.860	92.436
91.850	92.436
91.842	92.436
91.842	92.436
91.848	92.436
91.848	92.436
91.842	92.430
91.840	92.420
91.858	92.438
91.860	92.438
91.860	92.438
91.860	92.436
91.844	92.436
91.844	92.436
91.858	92.430
91.860	92.430
91.860	92.430
91.860	92.430
91.866	92.430
91.856	92.432
91.856	92.432
91.848	92.432
91.858	92.432
91.860	92.432
91.868	92.428
91.858	92.422
91.866	92.428
91.864	92.428
91.868	92.428
91.856	92.414
91.854	92.412
91.858	92.418
91.858	92.424
91.832	92.406
91.808	92.362
91.788	92.362
91.810	92.360
91.800	92.382
91.814	92.396
91.858	92.446
91.848	92.440
91.844	92.430
91.840	92.440
91.854	92.440
91.844	92.440
91.840	92.438
91.842	92.436
91.842	92.436
91.842	92.434
91.842	92.438
91.840	92.440
91.848	92.434
91.848	92.434
91.848	92.438
91.846	92.436
91.848	92.440
91.850	92.446
91.866	92.446
91.866	92.464
91.872	92.460
91.878	92.466
91.878	92.474
91.880	92.480
91.890	92.490
91.890	92.498
91.882	92.498
91.898	92.498
91.908	92.506
91.912	92.516
91.900	92.500
91.906	92.510
91.916	92.510
91.918	92.514
91.910	92.518
91.908	92.520
91.906	92.520
91.904	92.520
91.912	92.520
91.916	92.520
91.916	92.516
91.924	92.512
91.920	92.520
91.918	92.528
91.918	92.530
91.922	92.528
91.926	92.528
91.928	92.526
91.926	92.522
91.926	92.522
91.932	92.522
91.912	92.522
91.914	92.522
91.918	92.520
91.914	92.518
91.916	92.514
91.916	92.514
91.910	92.512
91.910	92.510
91.910	92.520
91.910	92.520
91.900	92.510
91.900	92.506
91.894	92.506
91.884	92.500
91.880	92.490
91.880	92.486
91.878	92.500
91.878	92.500
91.882	92.500
91.878	92.500
91.882	92.500
91.876	92.492
91.876	92.488
91.876	92.486
91.880	92.486
91.882	92.486
91.882	92.486
91.892	92.492
91.888	92.482
91.888	92.486
91.900	92.492
91.880	92.488
91.880	92.488
91.880	92.488
91.880	92.498
91.892	92.500
91.892	92.504
91.892	92.510
91.894	92.510
91.894	92.510
91.894	92.510
91.896	92.510
91.898	92.510
91.898	92.510
91.898	92.500
91.900	92.500
91.900	92.500
91.890	92.500
91.884	92.490
91.890	92.490
91.896	92.500
91.896	92.500
91.896	92.500
91.896	92.500
91.896	92.510
91.890	92.510
91.896	92.496
91.896	92.496
91.896	92.496
91.896	92.496
91.880	92.494
91.880	92.494
91.876	92.492
91.876	92.492
91.876	92.492
91.876	92.492
91.876	92.492
91.886	92.492
91.874	92.490
91.874	92.490
91.874	92.488
91.874	92.488
91.874	92.488
91.874	92.488
91.874	92.488
91.874	92.488
91.886	92.488
91.886	92.494
91.894	92.494
91.892	92.494
91.892	92.488
91.892	92.488
91.892	92.494
91.892	92.494
91.882	92.494
91.896	92.490
91.896	92.490
91.894	92.490
91.902	92.490
91.896	92.490
91.896	92.490
91.890	92.490
91.900	92.486
91.902	92.486
91.888	92.500
91.904	92.488
91.902	92.500
91.892	92.490
91.872	92.490
91.870	92.490
91.874	92.484
91.860	92.484
91.858	92.470
91.858	92.470
91.860	92.470
91.860	92.470
91.890	92.468
91.890	92.482
91.888	92.480
91.882	92.480
91.880	92.486
91.880	92.490
91.884	92.490
91.878	92.490
91.882	92.490
91.878	92.490
91.878	92.490
91.878	92.482
91.880	92.472
91.872	92.472
91.880	92.472
91.880	92.472
91.874	92.472
91.874	92.472
91.874	92.480
91.874	92.480
91.874	92.476
91.880	92.476
91.880	92.478
91.880	92.478
91.874	92.476
91.874	92.474
91.874	92.474
91.870	92.470
91.870	92.470
91.860	92.456
91.858	92.460
91.850	92.444
91.850	92.444
91.840	92.448
91.840	92.434
91.838	92.446
91.842	92.440
91.840	92.436
91.838	92.434
91.840	92.438
91.832	92.434
91.836	92.434
91.834	92.434
91.838	92.446
91.838	92.444
91.856	92.456
91.846	92.468
91.840	92.432
91.838	92.454
91.840	92.430
91.840	92.458
91.840	92.458
91.840	92.458
91.840	92.440
91.840	92.440
91.840	92.440
91.834	92.440
91.824	92.440
91.820	92.438
91.824	92.438
91.814	92.438
91.826	92.438
91.816	92.438
91.824	92.436
91.820	92.436
91.820	92.434
91.816	92.434
91.816	92.430
91.826	92.446
91.828	92.444
91.828	92.444
91.818	92.444
91.828	92.452
91.818	92.448
91.818	92.442
91.828	92.456
91.830	92.456
91.836	92.456
91.846	92.456
91.838	92.456
91.844	92.448
91.846	92.448
91.850	92.458
91.826	92.458
91.814	92.440
91.802	92.448
91.802	92.448
91.828	92.488
91.820	92.456
91.832	92.486
91.846	92.510
91.852	92.510
91.860	92.496
91.860	92.486
91.888	92.510
91.890	92.510
91.878	92.508
91.892	92.510
91.954	92.546
91.954	92.564
91.952	92.582
91.930	92.600
91.948	92.572
91.920	92.566
91.908	92.528
91.890	92.552
91.868	92.538
91.880	92.526
91.882	92.516
91.880	92.516
91.870	92.514
91.876	92.516
91.896	92.516
91.900	92.524
91.888	92.524
91.904	92.548
91.910	92.548
91.910	92.548
91.922	92.550
91.916	92.538
91.920	92.540
91.926	92.540
91.926	92.554
91.926	92.554
91.926	92.544
91.922	92.546
91.924	92.540
91.922	92.540
91.922	92.530
91.922	92.528
91.922	92.536
91.922	92.530
91.930	92.530
91.930	92.526
91.920	92.522
91.900	92.510
91.900	92.510
91.900	92.518
91.900	92.518
91.912	92.516
91.914	92.516
91.914	92.514
91.914	92.514
91.900	92.514
91.900	92.514
91.900	92.514
91.916	92.514
91.902	92.514
91.902	92.514
91.902	92.520
91.902	92.512
91.902	92.512
91.902	92.512
91.902	92.512
91.902	92.512
91.902	92.514
91.902	92.518
91.902	92.514
91.902	92.512
91.902	92.512
91.902	92.516
91.902	92.518
91.914	92.514
91.916	92.512
91.916	92.520
91.902	92.520
91.900	92.520
91.896	92.514
91.896	92.520
91.896	92.520
91.896	92.512
91.896	92.512
91.896	92.512
91.890	92.506
91.890	92.504
91.890	92.496
91.890	92.500
91.882	92.508
91.882	92.508
91.900	92.510
91.902	92.506
91.910	92.508
91.910	92.500
91.910	92.500
91.900	92.504
91.910	92.510
91.910	92.510
91.910	92.510
91.910	92.510
91.912	92.510
91.912	92.504
91.898	92.500
91.910	92.500
91.898	92.500
91.898	92.500
91.898	92.500
91.898	92.500
91.898	92.496
91.898	92.496
91.908	92.504
91.908	92.492
91.898	92.490
91.898	92.490
91.896	92.490
91.896	92.490
91.890	92.490
91.900	92.494
91.882	92.494
91.882	92.490
91.882	92.490
91.896	92.488
91.886	92.488
91.886	92.488
91.886	92.488
91.886	92.488
91.882	92.488
91.882	92.488
91.882	92.488
91.896	92.488
91.892	92.498
91.884	92.500
91.882	92.496
91.892	92.496
91.892	92.496
91.890	92.504
91.888	92.504
91.892	92.504
91.892	92.506
91.910	92.510
91.910	92.510
91.892	92.510
91.892	92.502
91.888	92.502
91.888	92.510
91.888	92.502
91.888	92.502
91.888	92.502
91.890	92.498
91.890	92.498
91.908	92.502
91.898	92.502
91.910	92.500
91.910	92.502
91.900	92.496
91.900	92.490
91.900	92.490
91.900	92.486
91.900	92.486
91.900	92.486
91.900	92.486
91.912	92.490
91.916	92.490
91.916	92.492
91.902	92.492
91.916	92.488
91.916	92.486
91.916	92.492
91.916	92.502
91.916	92.490
91.916	92.498
91.916	92.500
91.916	92.500
91.916	92.500
91.916	92.502
91.918	92.502
91.918	92.506
91.918	92.494
91.918	92.494
91.904	92.494
91.898	92.496
91.912	92.494
91.912	92.490
91.916	92.500
91.916	92.502
91.916	92.492
91.916	92.504
91.916	92.504
91.904	92.504
91.904	92.504
91.920	92.488
91.920	92.488
91.910	92.488
91.910	92.494
91.912	92.490
91.912	92.488
91.912	92.488
91.912	92.492
91.908	92.490
91.908	92.488
91.918	92.488
91.918	92.488
91.920	92.496
91.920	92.496
91.920	92.498
91.930	92.498
91.930	92.498
91.930	92.498
91.920	92.498
91.920	92.490
91.920	92.490
91.920	92.490
91.918	92.490
91.916	92.494
91.914	92.494
91.912	92.494
91.912	92.494
91.914	92.494
91.914	92.496
91.914	92.496
91.924	92.496
91.918	92.492
91.918	92.492
91.922	92.492
91.926	92.494
91.936	92.492
91.934	92.494
91.938	92.496
91.938	92.498
91.938	92.498
91.948	92.498
91.948	92.494
91.944	92.500
91.946	92.496
91.946	92.496
91.934	92.504
91.922	92.500
91.926	92.498
91.926	92.506
91.926	92.502
91.926	92.502
91.926	92.502
91.936	92.502
91.936	92.502
91.936	92.504
91.940	92.502
91.932	92.510
91.932	92.506
91.938	92.500
91.952	92.518
91.952	92.518
91.950	92.518
91.946	92.518
91.946	92.500
91.948	92.498
91.948	92.498
91.942	92.494
91.940	92.508
91.950	92.492
91.968	92.546
92.016	92.562
92.078	92.600
92.082	92.624
92.116	92.638
92.140	92.674
92.180	92.690
92.148	92.670
92.136	92.660
92.122	92.666
92.114	92.670
92.124	92.668
92.122	92.674
92.134	92.684
92.130	92.680
92.130	92.680
92.120	92.682
92.120	92.690
92.120	92.692
92.128	92.688
92.108	92.678
92.114	92.680
92.122	92.688
92.124	92.688
92.124	92.694
92.124	92.694
92.128	92.700
92.118	92.696
92.128	92.700
92.130	92.700
92.130	92.698
92.130	92.694
92.128	92.688
92.128	92.680
92.128	92.672
92.120	92.672
92.114	92.674
92.110	92.674
92.110	92.684
92.124	92.676
92.124	92.676
92.106	92.676
92.100	92.676
92.100	92.678
92.102	92.678
92.104	92.674
92.100	92.674
92.100	92.676
92.100	92.676
92.088	92.670
92.088	92.660
92.086	92.660
92.066	92.648
92.062	92.654
92.062	92.650
92.078	92.642
92.078	92.648
92.056	92.650
92.064	92.662
92.068	92.668
92.068	92.668
92.076	92.660
92.076	92.660
92.070	92.660
92.060	92.660
92.060	92.664
92.066	92.662
92.066	92.666
92.070	92.666
92.066	92.662
92.066	92.658
92.060	92.658
92.058	92.658
92.068	92.664
92.064	92.664
92.060	92.668
92.074	92.676
92.100	92.684
92.082	92.680
92.082	92.678
92.082	92.690
92.082	92.690
92.082	92.688
92.082	92.690
92.082	92.696
92.082	92.680
92.082	92.674
92.084	92.674
92.074	92.680
92.074	92.680
92.074	92.680
92.074	92.678
92.074	92.674
92.074	92.676
92.074	92.676
92.074	92.684
92.074	92.684
92.074	92.686
92.076	92.686
92.076	92.686
92.076	92.684
92.100	92.690
92.100	92.694
92.100	92.692
92.100	92.698
92.104	92.740
92.104	92.728
92.118	92.736
92.118	92.736
92.122	92.742
92.130	92.734
92.130	92.728
92.104	92.722
92.104	92.722
92.104	92.718
92.110	92.718
92.104	92.716
92.112	92.712
92.104	92.710
92.104	92.710
92.104	92.710
92.100	92.720
92.100	92.706
92.102	92.706
92.102	92.706
92.102	92.706
92.102	92.710
92.102	92.712
92.102	92.712
92.098	92.710
92.098	92.710
92.098	92.710
92.098	92.700
92.098	92.694
92.098	92.680
92.098	92.700
92.098	92.694
92.098	92.698
92.098	92.682
92.098	92.680
92.098	92.682
92.098	92.690
92.098	92.690
92.098	92.690
92.098	92.690
92.098	92.682
92.078	92.688
92.078	92.688
92.078	92.688
92.078	92.690
92.078	92.684
92.088	92.682
92.088	92.678
92.088	92.678
92.088	92.688
92.088	92.690
92.088	92.696
92.102	92.696
92.102	92.696
92.102	92.696
92.102	92.696
92.102	92.688
92.102	92.688
92.102	92.688
92.102	92.686
92.102	92.680
92.102	92.682
92.090	92.686
92.090	92.686
92.090	92.686
92.090	92.686
92.090	92.686
92.090	92.694
92.090	92.694
92.090	92.694
92.090	92.694
92.102	92.692
92.080	92.692
92.078	92.690
92.078	92.690
92.078	92.688
92.078	92.692
92.078	92.692
92.078	92.696
92.078	92.700
92.078	92.700
92.078	92.698
92.082	92.694
92.098	92.700
92.098	92.700
92.098	92.700
92.102	92.700
92.102	92.698
92.104	92.694
92.106	92.700
92.106	92.700
92.102	92.698
92.102	92.698
92.100	92.698
92.100	92.698
92.100	92.694
92.108	92.690
92.108	92.700
92.108	92.700
92.100	92.700
92.100	92.700
92.100	92.700
92.100	92.698
92.100	92.698
92.100	92.694
92.100	92.692
92.100	92.690
92.114	92.692
92.114	92.686
92.100	92.680
92.106	92.686
92.106	92.690
92.100	92.692
92.108	92.702
92.108	92.700
92.106	92.700
92.108	92.702
92.108	92.702
92.110	92.700
92.110	92.702
92.110	92.704
92.108	92.704
92.108	92.708
92.104	92.704
92.104	92.704
92.102	92.702
92.100	92.702
92.100	92.706
92.090	92.700
92.088	92.694
92.088	92.696
92.088	92.698
92.104	92.700
92.104	92.698
92.108	92.700
92.112	92.698
92.116	92.700
92.116	92.696
92.116	92.690
92.116	92.690
92.090	92.688
92.090	92.686
92.082	92.694
92.080	92.690
92.080	92.692
92.102	92.680
92.102	92.674
92.036	92.660
92.070	92.684
92.050	92.686
92.070	92.694
92.060	92.672
92.060	92.676
92.060	92.672
92.040	92.680
92.038	92.678
92.062	92.688
92.068	92.690
92.068	92.698
92.080	92.708
92.094	92.706
92.088	92.708
92.098	92.706
92.100	92.704
92.130	92.748
92.142	92.738
92.142	92.738
92.136	92.738
92.118	92.742
92.120	92.738
92.120	92.740
92.120	92.736
92.120	92.728
92.120	92.728
92.120	92.736
92.120	92.726
92.130	92.742
92.136	92.746
92.136	92.754
92.138	92.748
92.138	92.750
92.148	92.786
92.230	92.826
92.212	92.820
92.206	92.804
92.224	92.812
92.226	92.830
92.228	92.822
92.214	92.824
92.214	92.816
92.240	92.820
92.250	92.824
92.250	92.810
92.224	92.824
92.224	92.830
92.224	92.820
92.224	92.834
92.222	92.830
92.222	92.824
92.228	92.824
92.228	92.820
92.216	92.822
92.216	92.814
92.216	92.820
92.216	92.814
